编码1,编码2,相似度
对未来后果的灾难化预期,同伴行为带来的隐性压力,0.5474
对未来后果的灾难化预期,成就导向驱动的自我要求,0.5246
对未来后果的灾难化预期,内卷环境下的行为惯性,0.4989
对未来后果的灾难化预期,工作压力引发的休息冲突,0.5846
对未来后果的灾难化预期,卷躺两难困境,0.4706
对未来后果的灾难化预期,能力与期望不匹配,0.5721
对未来后果的灾难化预期,自我行为不一致引发的内疚,0.5361
对未来后果的灾难化预期,竞争环境下的休息污名化,0.5099
对未来后果的灾难化预期,功利主义价值观影响,0.4974
对未来后果的灾难化预期,同辈行为参照引发的自我审视,0.4804
对未来后果的灾难化预期,成绩导向的社会评价,0.5363
对未来后果的灾难化预期,早期高压教育灌输,0.5232
对未来后果的灾难化预期,对成绩与生活的焦虑,0.6736
对未来后果的灾难化预期,遵从努力型社会规范的压力,0.5085
对未来后果的灾难化预期,目标模糊引发的自我苛责,0.5887
对未来后果的灾难化预期,优绩主义文化压力,0.5539
对未来后果的灾难化预期,亲密关系中的能力落差感,0.4789
对未来后果的灾难化预期,未来方向不确定性,0.6496
对未来后果的灾难化预期,情绪调节困难,0.5957
对未来后果的灾难化预期,社会对高效产出的推崇,0.4880
对未来后果的灾难化预期,忙碌即价值的社会观念,0.5091
对未来后果的灾难化预期,害怕落后的焦虑,0.6743
对未来后果的灾难化预期,对休息即浪费时间的自我苛责,0.5217
对未来后果的灾难化预期,勤奋崇拜文化,0.4357
对未来后果的灾难化预期,同辈努力感知压力,0.5516
对未来后果的灾难化预期,就业竞争压力,0.6315
对未来后果的灾难化预期,应试教育导向下的时间紧迫感,0.4988
对未来后果的灾难化预期,高竞争环境下的不敢松懈心理,0.5648
对未来后果的灾难化预期,表面努力的压力,0.4790
任务完成不确定性,权威人物的价值观内化,0.6309
任务完成不确定性,努力与疲惫的内在冲突,0.7329
任务完成不确定性,未来不确定性驱动的过度准备,0.6932
任务完成不确定性,应试教育内化的竞争焦虑,0.6068
任务完成不确定性,就业压力驱动的群体比较,0.6837
任务完成不确定性,经济独立紧迫感,0.7101
任务完成不确定性,教育灌输的效率至上观念,0.5884
任务完成不确定性,现实压力驱动的自我规训,0.6498
任务完成不确定性,自我定位模糊,0.7071
任务完成不确定性,就业导向的教育压力,0.6181
任务完成不确定性,被动卷入竞争环境,0.5718
任务完成不确定性,同伴成就引发的自我贬抑,0.6373
任务完成不确定性,未完成重要事务的自我责备,0.7542
任务完成不确定性,竞争性评价体系压力,0.5621
任务完成不确定性,同伴内卷氛围引发的归因偏差,0.6031
任务完成不确定性,思维反刍倾向,0.7217
任务完成不确定性,内在价值冲突,0.7024
任务完成不确定性,同伴学习行为引发的焦虑,0.6053
任务完成不确定性,成功焦虑驱动的自我监控,0.7434
任务完成不确定性,生存压力加剧,0.7062
任务完成不确定性,休闲活动的时间消耗感,0.7207
任务完成不确定性,填鸭式教育经历,0.5798
任务完成不确定性,效率至上价值观,0.6039
任务完成不确定性,自我提升的迫切需求,0.6565
任务完成不确定性,同伴行为带来的隐性压力,0.6806
任务完成不确定性,成就导向驱动的自我要求,0.6794
任务完成不确定性,内卷环境下的行为惯性,0.6347
任务完成不确定性,工作压力引发的休息冲突,0.7862
任务完成不确定性,卷躺两难困境,0.5808
任务完成不确定性,能力与期望不匹配,0.7298
任务完成不确定性,自我行为不一致引发的内疚,0.6723
任务完成不确定性,竞争环境下的休息污名化,0.6785
任务完成不确定性,功利主义价值观影响,0.6910
任务完成不确定性,同辈行为参照引发的自我审视,0.6010
任务完成不确定性,成绩导向的社会评价,0.6877
任务完成不确定性,早期高压教育灌输,0.6342
任务完成不确定性,对成绩与生活的焦虑,0.7079
任务完成不确定性,遵从努力型社会规范的压力,0.6773
任务完成不确定性,目标模糊引发的自我苛责,0.7301
任务完成不确定性,优绩主义文化压力,0.7286
任务完成不确定性,亲密关系中的能力落差感,0.5831
任务完成不确定性,未来方向不确定性,0.7995
任务完成不确定性,情绪调节困难,0.6611
任务完成不确定性,社会对高效产出的推崇,0.6225
任务完成不确定性,忙碌即价值的社会观念,0.6665
任务完成不确定性,害怕落后的焦虑,0.6619
任务完成不确定性,对休息即浪费时间的自我苛责,0.7014
任务完成不确定性,勤奋崇拜文化,0.5881
任务完成不确定性,同辈努力感知压力,0.6563
任务完成不确定性,就业竞争压力,0.7618
任务完成不确定性,应试教育导向下的时间紧迫感,0.5587
任务完成不确定性,高竞争环境下的不敢松懈心理,0.7102
任务完成不确定性,表面努力的压力,0.6234
权威人物的价值观内化,努力与疲惫的内在冲突,0.6417
权威人物的价值观内化,未来不确定性驱动的过度准备,0.5241
权威人物的价值观内化,应试教育内化的竞争焦虑,0.6525
权威人物的价值观内化,就业压力驱动的群体比较,0.5388
权威人物的价值观内化,经济独立紧迫感,0.5657
权威人物的价值观内化,教育灌输的效率至上观念,0.7478
权威人物的价值观内化,现实压力驱动的自我规训,0.6414
权威人物的价值观内化,自我定位模糊,0.5950
权威人物的价值观内化,就业导向的教育压力,0.6182
权威人物的价值观内化,被动卷入竞争环境,0.6121
权威人物的价值观内化,同伴成就引发的自我贬抑,0.6507
权威人物的价值观内化,未完成重要事务的自我责备,0.5905
权威人物的价值观内化,竞争性评价体系压力,0.5985
权威人物的价值观内化,同伴内卷氛围引发的归因偏差,0.6360
权威人物的价值观内化,思维反刍倾向,0.6393
权威人物的价值观内化,内在价值冲突,0.7358
权威人物的价值观内化,同伴学习行为引发的焦虑,0.5433
权威人物的价值观内化,成功焦虑驱动的自我监控,0.5880
权威人物的价值观内化,生存压力加剧,0.5325
权威人物的价值观内化,休闲活动的时间消耗感,0.5941
权威人物的价值观内化,填鸭式教育经历,0.7000
权威人物的价值观内化,效率至上价值观,0.6926
权威人物的价值观内化,自我提升的迫切需求,0.6358
权威人物的价值观内化,同伴行为带来的隐性压力,0.6190
权威人物的价值观内化,成就导向驱动的自我要求,0.6853
权威人物的价值观内化,内卷环境下的行为惯性,0.6625
权威人物的价值观内化,工作压力引发的休息冲突,0.5926
权威人物的价值观内化,卷躺两难困境,0.5358
权威人物的价值观内化,能力与期望不匹配,0.6444
权威人物的价值观内化,自我行为不一致引发的内疚,0.6163
权威人物的价值观内化,竞争环境下的休息污名化,0.5958
权威人物的价值观内化,功利主义价值观影响,0.7527
权威人物的价值观内化,同辈行为参照引发的自我审视,0.6569
权威人物的价值观内化,成绩导向的社会评价,0.7353
权威人物的价值观内化,早期高压教育灌输,0.7788
权威人物的价值观内化,对成绩与生活的焦虑,0.6084
权威人物的价值观内化,遵从努力型社会规范的压力,0.6714
权威人物的价值观内化,目标模糊引发的自我苛责,0.5732
权威人物的价值观内化,优绩主义文化压力,0.6768
权威人物的价值观内化,亲密关系中的能力落差感,0.5410
权威人物的价值观内化,未来方向不确定性,0.6773
权威人物的价值观内化,情绪调节困难,0.5493
权威人物的价值观内化,社会对高效产出的推崇,0.6647
权威人物的价值观内化,忙碌即价值的社会观念,0.6619
权威人物的价值观内化,害怕落后的焦虑,0.5306
权威人物的价值观内化,对休息即浪费时间的自我苛责,0.6468
权威人物的价值观内化,勤奋崇拜文化,0.6660
权威人物的价值观内化,同辈努力感知压力,0.6169
权威人物的价值观内化,就业竞争压力,0.6180
权威人物的价值观内化,应试教育导向下的时间紧迫感,0.6105
权威人物的价值观内化,高竞争环境下的不敢松懈心理,0.6591
权威人物的价值观内化,表面努力的压力,0.5867
努力与疲惫的内在冲突,未来不确定性驱动的过度准备,0.5401
努力与疲惫的内在冲突,应试教育内化的竞争焦虑,0.6329
努力与疲惫的内在冲突,就业压力驱动的群体比较,0.6730
努力与疲惫的内在冲突,经济独立紧迫感,0.6560
努力与疲惫的内在冲突,教育灌输的效率至上观念,0.5747
努力与疲惫的内在冲突,现实压力驱动的自我规训,0.6298
努力与疲惫的内在冲突,自我定位模糊,0.6724
努力与疲惫的内在冲突,就业导向的教育压力,0.5830
努力与疲惫的内在冲突,被动卷入竞争环境,0.6366
努力与疲惫的内在冲突,同伴成就引发的自我贬抑,0.6556
努力与疲惫的内在冲突,未完成重要事务的自我责备,0.6875
努力与疲惫的内在冲突,竞争性评价体系压力,0.5702
努力与疲惫的内在冲突,同伴内卷氛围引发的归因偏差,0.6221
努力与疲惫的内在冲突,思维反刍倾向,0.6854
努力与疲惫的内在冲突,内在价值冲突,0.8278
努力与疲惫的内在冲突,同伴学习行为引发的焦虑,0.5310
努力与疲惫的内在冲突,成功焦虑驱动的自我监控,0.6689
努力与疲惫的内在冲突,生存压力加剧,0.6650
努力与疲惫的内在冲突,休闲活动的时间消耗感,0.6355
努力与疲惫的内在冲突,填鸭式教育经历,0.5786
努力与疲惫的内在冲突,效率至上价值观,0.5777
努力与疲惫的内在冲突,自我提升的迫切需求,0.7049
努力与疲惫的内在冲突,同伴行为带来的隐性压力,0.6580
努力与疲惫的内在冲突,成就导向驱动的自我要求,0.6893
努力与疲惫的内在冲突,内卷环境下的行为惯性,0.6955
努力与疲惫的内在冲突,工作压力引发的休息冲突,0.8091
努力与疲惫的内在冲突,卷躺两难困境,0.6333
努力与疲惫的内在冲突,能力与期望不匹配,0.7447
努力与疲惫的内在冲突,自我行为不一致引发的内疚,0.7020
努力与疲惫的内在冲突,竞争环境下的休息污名化,0.6464
努力与疲惫的内在冲突,功利主义价值观影响,0.6291
努力与疲惫的内在冲突,同辈行为参照引发的自我审视,0.5935
努力与疲惫的内在冲突,成绩导向的社会评价,0.6149
努力与疲惫的内在冲突,早期高压教育灌输,0.6248
努力与疲惫的内在冲突,对成绩与生活的焦虑,0.6404
努力与疲惫的内在冲突,遵从努力型社会规范的压力,0.6930
努力与疲惫的内在冲突,目标模糊引发的自我苛责,0.6920
努力与疲惫的内在冲突,优绩主义文化压力,0.6863
努力与疲惫的内在冲突,亲密关系中的能力落差感,0.6125
努力与疲惫的内在冲突,未来方向不确定性,0.6833
努力与疲惫的内在冲突,情绪调节困难,0.6616
努力与疲惫的内在冲突,社会对高效产出的推崇,0.6254
努力与疲惫的内在冲突,忙碌即价值的社会观念,0.6589
努力与疲惫的内在冲突,害怕落后的焦虑,0.5987
努力与疲惫的内在冲突,对休息即浪费时间的自我苛责,0.7045
努力与疲惫的内在冲突,勤奋崇拜文化,0.6477
努力与疲惫的内在冲突,同辈努力感知压力,0.7055
努力与疲惫的内在冲突,就业竞争压力,0.7266
努力与疲惫的内在冲突,应试教育导向下的时间紧迫感,0.5409
努力与疲惫的内在冲突,高竞争环境下的不敢松懈心理,0.7015
努力与疲惫的内在冲突,表面努力的压力,0.7274
未来不确定性驱动的过度准备,应试教育内化的竞争焦虑,0.6283
未来不确定性驱动的过度准备,就业压力驱动的群体比较,0.5774
未来不确定性驱动的过度准备,经济独立紧迫感,0.5964
未来不确定性驱动的过度准备,教育灌输的效率至上观念,0.5329
未来不确定性驱动的过度准备,现实压力驱动的自我规训,0.6213
未来不确定性驱动的过度准备,自我定位模糊,0.6583
未来不确定性驱动的过度准备,就业导向的教育压力,0.5668
未来不确定性驱动的过度准备,被动卷入竞争环境,0.4984
未来不确定性驱动的过度准备,同伴成就引发的自我贬抑,0.5121
未来不确定性驱动的过度准备,未完成重要事务的自我责备,0.5644
未来不确定性驱动的过度准备,竞争性评价体系压力,0.4739
未来不确定性驱动的过度准备,同伴内卷氛围引发的归因偏差,0.4990
未来不确定性驱动的过度准备,思维反刍倾向,0.5999
未来不确定性驱动的过度准备,内在价值冲突,0.5850
未来不确定性驱动的过度准备,同伴学习行为引发的焦虑,0.5941
未来不确定性驱动的过度准备,成功焦虑驱动的自我监控,0.6669
未来不确定性驱动的过度准备,生存压力加剧,0.5849
未来不确定性驱动的过度准备,休闲活动的时间消耗感,0.5295
未来不确定性驱动的过度准备,填鸭式教育经历,0.5399
未来不确定性驱动的过度准备,效率至上价值观,0.4774
未来不确定性驱动的过度准备,自我提升的迫切需求,0.5915
未来不确定性驱动的过度准备,同伴行为带来的隐性压力,0.5493
未来不确定性驱动的过度准备,成就导向驱动的自我要求,0.6110
未来不确定性驱动的过度准备,内卷环境下的行为惯性,0.5652
未来不确定性驱动的过度准备,工作压力引发的休息冲突,0.5811
未来不确定性驱动的过度准备,卷躺两难困境,0.4601
未来不确定性驱动的过度准备,能力与期望不匹配,0.5982
未来不确定性驱动的过度准备,自我行为不一致引发的内疚,0.5856
未来不确定性驱动的过度准备,竞争环境下的休息污名化,0.5445
未来不确定性驱动的过度准备,功利主义价值观影响,0.5040
未来不确定性驱动的过度准备,同辈行为参照引发的自我审视,0.5109
未来不确定性驱动的过度准备,成绩导向的社会评价,0.5400
未来不确定性驱动的过度准备,早期高压教育灌输,0.5891
未来不确定性驱动的过度准备,对成绩与生活的焦虑,0.6638
未来不确定性驱动的过度准备,遵从努力型社会规范的压力,0.5457
未来不确定性驱动的过度准备,目标模糊引发的自我苛责,0.5949
未来不确定性驱动的过度准备,优绩主义文化压力,0.5637
未来不确定性驱动的过度准备,亲密关系中的能力落差感,0.5091
未来不确定性驱动的过度准备,未来方向不确定性,0.6985
未来不确定性驱动的过度准备,情绪调节困难,0.6163
未来不确定性驱动的过度准备,社会对高效产出的推崇,0.5179
未来不确定性驱动的过度准备,忙碌即价值的社会观念,0.5167
未来不确定性驱动的过度准备,害怕落后的焦虑,0.6980
未来不确定性驱动的过度准备,对休息即浪费时间的自我苛责,0.5613
未来不确定性驱动的过度准备,勤奋崇拜文化,0.5210
未来不确定性驱动的过度准备,同辈努力感知压力,0.5947
未来不确定性驱动的过度准备,就业竞争压力,0.6886
未来不确定性驱动的过度准备,应试教育导向下的时间紧迫感,0.5650
未来不确定性驱动的过度准备,高竞争环境下的不敢松懈心理,0.6258
未来不确定性驱动的过度准备,表面努力的压力,0.5382
应试教育内化的竞争焦虑,就业压力驱动的群体比较,0.5701
应试教育内化的竞争焦虑,经济独立紧迫感,0.5421
应试教育内化的竞争焦虑,教育灌输的效率至上观念,0.6350
应试教育内化的竞争焦虑,现实压力驱动的自我规训,0.6486
应试教育内化的竞争焦虑,自我定位模糊,0.5983
应试教育内化的竞争焦虑,就业导向的教育压力,0.6429
应试教育内化的竞争焦虑,被动卷入竞争环境,0.6207
应试教育内化的竞争焦虑,同伴成就引发的自我贬抑,0.6304
应试教育内化的竞争焦虑,未完成重要事务的自我责备,0.5330
应试教育内化的竞争焦虑,竞争性评价体系压力,0.6934
应试教育内化的竞争焦虑,同伴内卷氛围引发的归因偏差,0.6361
应试教育内化的竞争焦虑,思维反刍倾向,0.5846
应试教育内化的竞争焦虑,内在价值冲突,0.6680
应试教育内化的竞争焦虑,同伴学习行为引发的焦虑,0.6985
应试教育内化的竞争焦虑,成功焦虑驱动的自我监控,0.6804
应试教育内化的竞争焦虑,生存压力加剧,0.5631
应试教育内化的竞争焦虑,休闲活动的时间消耗感,0.5086
应试教育内化的竞争焦虑,填鸭式教育经历,0.6681
应试教育内化的竞争焦虑,效率至上价值观,0.4659
应试教育内化的竞争焦虑,自我提升的迫切需求,0.6101
应试教育内化的竞争焦虑,同伴行为带来的隐性压力,0.6058
应试教育内化的竞争焦虑,成就导向驱动的自我要求,0.6060
应试教育内化的竞争焦虑,内卷环境下的行为惯性,0.6506
应试教育内化的竞争焦虑,工作压力引发的休息冲突,0.6001
应试教育内化的竞争焦虑,卷躺两难困境,0.5352
应试教育内化的竞争焦虑,能力与期望不匹配,0.6348
应试教育内化的竞争焦虑,自我行为不一致引发的内疚,0.5906
应试教育内化的竞争焦虑,竞争环境下的休息污名化,0.6056
应试教育内化的竞争焦虑,功利主义价值观影响,0.5120
应试教育内化的竞争焦虑,同辈行为参照引发的自我审视,0.5661
应试教育内化的竞争焦虑,成绩导向的社会评价,0.6519
应试教育内化的竞争焦虑,早期高压教育灌输,0.6682
应试教育内化的竞争焦虑,对成绩与生活的焦虑,0.7710
应试教育内化的竞争焦虑,遵从努力型社会规范的压力,0.6006
应试教育内化的竞争焦虑,目标模糊引发的自我苛责,0.5442
应试教育内化的竞争焦虑,优绩主义文化压力,0.6399
应试教育内化的竞争焦虑,亲密关系中的能力落差感,0.5278
应试教育内化的竞争焦虑,未来方向不确定性,0.6476
应试教育内化的竞争焦虑,情绪调节困难,0.6027
应试教育内化的竞争焦虑,社会对高效产出的推崇,0.5488
应试教育内化的竞争焦虑,忙碌即价值的社会观念,0.5425
应试教育内化的竞争焦虑,害怕落后的焦虑,0.7572
应试教育内化的竞争焦虑,对休息即浪费时间的自我苛责,0.5674
应试教育内化的竞争焦虑,勤奋崇拜文化,0.5778
应试教育内化的竞争焦虑,同辈努力感知压力,0.6793
应试教育内化的竞争焦虑,就业竞争压力,0.7110
应试教育内化的竞争焦虑,应试教育导向下的时间紧迫感,0.7808
应试教育内化的竞争焦虑,高竞争环境下的不敢松懈心理,0.7319
应试教育内化的竞争焦虑,表面努力的压力,0.6047
就业压力驱动的群体比较,经济独立紧迫感,0.7177
就业压力驱动的群体比较,教育灌输的效率至上观念,0.5229
就业压力驱动的群体比较,现实压力驱动的自我规训,0.6867
就业压力驱动的群体比较,自我定位模糊,0.5802
就业压力驱动的群体比较,就业导向的教育压力,0.7519
就业压力驱动的群体比较,被动卷入竞争环境,0.5899
就业压力驱动的群体比较,同伴成就引发的自我贬抑,0.5573
就业压力驱动的群体比较,未完成重要事务的自我责备,0.5357
就业压力驱动的群体比较,竞争性评价体系压力,0.6252
就业压力驱动的群体比较,同伴内卷氛围引发的归因偏差,0.5591
就业压力驱动的群体比较,思维反刍倾向,0.5821
就业压力驱动的群体比较,内在价值冲突,0.6200
就业压力驱动的群体比较,同伴学习行为引发的焦虑,0.5720
就业压力驱动的群体比较,成功焦虑驱动的自我监控,0.6422
就业压力驱动的群体比较,生存压力加剧,0.7897
就业压力驱动的群体比较,休闲活动的时间消耗感,0.5925
就业压力驱动的群体比较,填鸭式教育经历,0.5742
就业压力驱动的群体比较,效率至上价值观,0.5293
就业压力驱动的群体比较,自我提升的迫切需求,0.6011
就业压力驱动的群体比较,同伴行为带来的隐性压力,0.7125
就业压力驱动的群体比较,成就导向驱动的自我要求,0.6257
就业压力驱动的群体比较,内卷环境下的行为惯性,0.6161
就业压力驱动的群体比较,工作压力引发的休息冲突,0.7792
就业压力驱动的群体比较,卷躺两难困境,0.5576
就业压力驱动的群体比较,能力与期望不匹配,0.6098
就业压力驱动的群体比较,自我行为不一致引发的内疚,0.5530
就业压力驱动的群体比较,竞争环境下的休息污名化,0.6147
就业压力驱动的群体比较,功利主义价值观影响,0.6014
就业压力驱动的群体比较,同辈行为参照引发的自我审视,0.5759
就业压力驱动的群体比较,成绩导向的社会评价,0.6359
就业压力驱动的群体比较,早期高压教育灌输,0.5852
就业压力驱动的群体比较,对成绩与生活的焦虑,0.6248
就业压力驱动的群体比较,遵从努力型社会规范的压力,0.7252
就业压力驱动的群体比较,目标模糊引发的自我苛责,0.5714
就业压力驱动的群体比较,优绩主义文化压力,0.7129
就业压力驱动的群体比较,亲密关系中的能力落差感,0.5317
就业压力驱动的群体比较,未来方向不确定性,0.6440
就业压力驱动的群体比较,情绪调节困难,0.5795
就业压力驱动的群体比较,社会对高效产出的推崇,0.6467
就业压力驱动的群体比较,忙碌即价值的社会观念,0.6731
就业压力驱动的群体比较,害怕落后的焦虑,0.5894
就业压力驱动的群体比较,对休息即浪费时间的自我苛责,0.5524
就业压力驱动的群体比较,勤奋崇拜文化,0.5931
就业压力驱动的群体比较,同辈努力感知压力,0.7409
就业压力驱动的群体比较,就业竞争压力,0.8337
就业压力驱动的群体比较,应试教育导向下的时间紧迫感,0.5687
就业压力驱动的群体比较,高竞争环境下的不敢松懈心理,0.7181
就业压力驱动的群体比较,表面努力的压力,0.7166
经济独立紧迫感,教育灌输的效率至上观念,0.5507
经济独立紧迫感,现实压力驱动的自我规训,0.6452
经济独立紧迫感,自我定位模糊,0.6262
经济独立紧迫感,就业导向的教育压力,0.6383
经济独立紧迫感,被动卷入竞争环境,0.5833
经济独立紧迫感,同伴成就引发的自我贬抑,0.5539
经济独立紧迫感,未完成重要事务的自我责备,0.6295
经济独立紧迫感,竞争性评价体系压力,0.5720
经济独立紧迫感,同伴内卷氛围引发的归因偏差,0.5336
经济独立紧迫感,思维反刍倾向,0.5957
经济独立紧迫感,内在价值冲突,0.6571
经济独立紧迫感,同伴学习行为引发的焦虑,0.5434
经济独立紧迫感,成功焦虑驱动的自我监控,0.6469
经济独立紧迫感,生存压力加剧,0.7829
经济独立紧迫感,休闲活动的时间消耗感,0.6493
经济独立紧迫感,填鸭式教育经历,0.5283
经济独立紧迫感,效率至上价值观,0.5688
经济独立紧迫感,自我提升的迫切需求,0.6920
经济独立紧迫感,同伴行为带来的隐性压力,0.6646
经济独立紧迫感,成就导向驱动的自我要求,0.6489
经济独立紧迫感,内卷环境下的行为惯性,0.6233
经济独立紧迫感,工作压力引发的休息冲突,0.6764
经济独立紧迫感,卷躺两难困境,0.5478
经济独立紧迫感,能力与期望不匹配,0.6072
经济独立紧迫感,自我行为不一致引发的内疚,0.6048
经济独立紧迫感,竞争环境下的休息污名化,0.6355
经济独立紧迫感,功利主义价值观影响,0.6324
经济独立紧迫感,同辈行为参照引发的自我审视,0.5826
经济独立紧迫感,成绩导向的社会评价,0.6397
经济独立紧迫感,早期高压教育灌输,0.5974
经济独立紧迫感,对成绩与生活的焦虑,0.6229
经济独立紧迫感,遵从努力型社会规范的压力,0.6773
经济独立紧迫感,目标模糊引发的自我苛责,0.6244
经济独立紧迫感,优绩主义文化压力,0.6769
经济独立紧迫感,亲密关系中的能力落差感,0.5620
经济独立紧迫感,未来方向不确定性,0.7056
经济独立紧迫感,情绪调节困难,0.5789
经济独立紧迫感,社会对高效产出的推崇,0.6164
经济独立紧迫感,忙碌即价值的社会观念,0.6901
经济独立紧迫感,害怕落后的焦虑,0.5751
经济独立紧迫感,对休息即浪费时间的自我苛责,0.6472
经济独立紧迫感,勤奋崇拜文化,0.5873
经济独立紧迫感,同辈努力感知压力,0.6423
经济独立紧迫感,就业竞争压力,0.7600
经济独立紧迫感,应试教育导向下的时间紧迫感,0.5600
经济独立紧迫感,高竞争环境下的不敢松懈心理,0.6916
经济独立紧迫感,表面努力的压力,0.6220
教育灌输的效率至上观念,现实压力驱动的自我规训,0.6177
教育灌输的效率至上观念,自我定位模糊,0.5247
教育灌输的效率至上观念,就业导向的教育压力,0.6604
教育灌输的效率至上观念,被动卷入竞争环境,0.5607
教育灌输的效率至上观念,同伴成就引发的自我贬抑,0.5781
教育灌输的效率至上观念,未完成重要事务的自我责备,0.5485
教育灌输的效率至上观念,竞争性评价体系压力,0.5250
教育灌输的效率至上观念,同伴内卷氛围引发的归因偏差,0.5780
教育灌输的效率至上观念,思维反刍倾向,0.5875
教育灌输的效率至上观念,内在价值冲突,0.6168
教育灌输的效率至上观念,同伴学习行为引发的焦虑,0.5691
教育灌输的效率至上观念,成功焦虑驱动的自我监控,0.5438
教育灌输的效率至上观念,生存压力加剧,0.5110
教育灌输的效率至上观念,休闲活动的时间消耗感,0.6320
教育灌输的效率至上观念,填鸭式教育经历,0.7719
教育灌输的效率至上观念,效率至上价值观,0.6943
教育灌输的效率至上观念,自我提升的迫切需求,0.6020
教育灌输的效率至上观念,同伴行为带来的隐性压力,0.5696
教育灌输的效率至上观念,成就导向驱动的自我要求,0.6358
教育灌输的效率至上观念,内卷环境下的行为惯性,0.6232
教育灌输的效率至上观念,工作压力引发的休息冲突,0.5452
教育灌输的效率至上观念,卷躺两难困境,0.4400
教育灌输的效率至上观念,能力与期望不匹配,0.5793
教育灌输的效率至上观念,自我行为不一致引发的内疚,0.5767
教育灌输的效率至上观念,竞争环境下的休息污名化,0.5789
教育灌输的效率至上观念,功利主义价值观影响,0.6579
教育灌输的效率至上观念,同辈行为参照引发的自我审视,0.5793
教育灌输的效率至上观念,成绩导向的社会评价,0.6667
教育灌输的效率至上观念,早期高压教育灌输,0.8136
教育灌输的效率至上观念,对成绩与生活的焦虑,0.5668
教育灌输的效率至上观念,遵从努力型社会规范的压力,0.6007
教育灌输的效率至上观念,目标模糊引发的自我苛责,0.5229
教育灌输的效率至上观念,优绩主义文化压力,0.6533
教育灌输的效率至上观念,亲密关系中的能力落差感,0.5247
教育灌输的效率至上观念,未来方向不确定性,0.6375
教育灌输的效率至上观念,情绪调节困难,0.4760
教育灌输的效率至上观念,社会对高效产出的推崇,0.6876
教育灌输的效率至上观念,忙碌即价值的社会观念,0.6226
教育灌输的效率至上观念,害怕落后的焦虑,0.4995
教育灌输的效率至上观念,对休息即浪费时间的自我苛责,0.6285
教育灌输的效率至上观念,勤奋崇拜文化,0.6586
教育灌输的效率至上观念,同辈努力感知压力,0.5841
教育灌输的效率至上观念,就业竞争压力,0.5813
教育灌输的效率至上观念,应试教育导向下的时间紧迫感,0.7336
教育灌输的效率至上观念,高竞争环境下的不敢松懈心理,0.6090
教育灌输的效率至上观念,表面努力的压力,0.5629
现实压力驱动的自我规训,自我定位模糊,0.6510
现实压力驱动的自我规训,就业导向的教育压力,0.6731
现实压力驱动的自我规训,被动卷入竞争环境,0.6179
现实压力驱动的自我规训,同伴成就引发的自我贬抑,0.6171
现实压力驱动的自我规训,未完成重要事务的自我责备,0.6742
现实压力驱动的自我规训,竞争性评价体系压力,0.6284
现实压力驱动的自我规训,同伴内卷氛围引发的归因偏差,0.5872
现实压力驱动的自我规训,思维反刍倾向,0.6024
现实压力驱动的自我规训,内在价值冲突,0.6714
现实压力驱动的自我规训,同伴学习行为引发的焦虑,0.5890
现实压力驱动的自我规训,成功焦虑驱动的自我监控,0.6849
现实压力驱动的自我规训,生存压力加剧,0.6856
现实压力驱动的自我规训,休闲活动的时间消耗感,0.5499
现实压力驱动的自我规训,填鸭式教育经历,0.6299
现实压力驱动的自我规训,效率至上价值观,0.5032
现实压力驱动的自我规训,自我提升的迫切需求,0.6821
现实压力驱动的自我规训,同伴行为带来的隐性压力,0.7174
现实压力驱动的自我规训,成就导向驱动的自我要求,0.7268
现实压力驱动的自我规训,内卷环境下的行为惯性,0.6709
现实压力驱动的自我规训,工作压力引发的休息冲突,0.6923
现实压力驱动的自我规训,卷躺两难困境,0.5183
现实压力驱动的自我规训,能力与期望不匹配,0.6319
现实压力驱动的自我规训,自我行为不一致引发的内疚,0.6848
现实压力驱动的自我规训,竞争环境下的休息污名化,0.6120
现实压力驱动的自我规训,功利主义价值观影响,0.5815
现实压力驱动的自我规训,同辈行为参照引发的自我审视,0.6642
现实压力驱动的自我规训,成绩导向的社会评价,0.6314
现实压力驱动的自我规训,早期高压教育灌输,0.6896
现实压力驱动的自我规训,对成绩与生活的焦虑,0.6498
现实压力驱动的自我规训,遵从努力型社会规范的压力,0.7768
现实压力驱动的自我规训,目标模糊引发的自我苛责,0.6587
现实压力驱动的自我规训,优绩主义文化压力,0.6924
现实压力驱动的自我规训,亲密关系中的能力落差感,0.5475
现实压力驱动的自我规训,未来方向不确定性,0.6619
现实压力驱动的自我规训,情绪调节困难,0.5870
现实压力驱动的自我规训,社会对高效产出的推崇,0.6062
现实压力驱动的自我规训,忙碌即价值的社会观念,0.5971
现实压力驱动的自我规训,害怕落后的焦虑,0.5924
现实压力驱动的自我规训,对休息即浪费时间的自我苛责,0.6650
现实压力驱动的自我规训,勤奋崇拜文化,0.5742
现实压力驱动的自我规训,同辈努力感知压力,0.7450
现实压力驱动的自我规训,就业竞争压力,0.7444
现实压力驱动的自我规训,应试教育导向下的时间紧迫感,0.6257
现实压力驱动的自我规训,高竞争环境下的不敢松懈心理,0.7080
现实压力驱动的自我规训,表面努力的压力,0.7266
自我定位模糊,就业导向的教育压力,0.5522
自我定位模糊,被动卷入竞争环境,0.5436
自我定位模糊,同伴成就引发的自我贬抑,0.6911
自我定位模糊,未完成重要事务的自我责备,0.6793
自我定位模糊,竞争性评价体系压力,0.5147
